text,true_label,pred_label,confidence,length,keyword,orig_label
the Government of Canada plan to create new job and stimulate economic growth by attract an increase number of visitor as well as the world   s good and bright talent to Canada   for this reason   CIC strive to issue visa and permit as quickly as possible to facilitate travel for immigrant   visitor and student,0,0,0.998939,56,migrant,0
at least 152 Somalis and Ethiopians be aboard the overcrowded vessel which leave Aden in southern Yemen on Tuesday   the UN refugee and migration agency say in a joint statement,0,0,0.99910825,34,refugee,0
student from Ugenya dominate the Siaya crosscountry preliminary championship hold at Yenga Primary School in Ugenya subcounty yesterday with Ugenya Technical Training College take the lion s share   the student participate in four category   senior man s 10 km   senior woman s 10 km   junior man s 8 km and junior woman s 6 km,0,0,0.9989334,67,women,0
  the week of event just do not happen    he say    I know there be hard time in the Gladstone region but this event be in need of much more financial assistance and support in order to continue next year,0,0,0.9990163,41,in-need,0
Turkey s role in reduce refugee crisis,0,0,0.99755836,9,refugee,0
Finance Minister AMA Muhith have say there be no problem with increase the number of bank in Bangladesh   as the number of people in need of banking service in the country be also on the rise,0,0,0.99861765,39,in-need,0
then   in the event that a customer become disabled   the company will undertake to pay either their NWC or Jamaica Public Service Company   JPS   utility bill,0,0,0.99916875,30,disabled,0
Horn estimate it would take threetofour fulltime staff member to run an effective health and wellness centre   the City early estimate a homeless dropin centre would cost 250000 per year to run,0,0,0.9990398,38,homeless,0
matter relate to the salary and allowance of the disabled soldier   disable due to terrorist activity while on active duty   after complete 55 year of age,0,0,0.9983531,28,disabled,0
she tell the Sunday Independent    I do   however   recognise inequality and gender pay be key social issue in need of examination and so it would be cowardly of I not to comment,0,0,0.99899334,34,in-need,0
one response to marital infidelity be divorce   but divorce can be costly   especially for woman   aside from the social stigma that fall more heavily on woman   family property and finance in China tend to be register in the husband s name   a divorced woman can find herself homeless   add to the pressure of take measure to save the marriage,0,0,0.99882287,61,homeless,0
QUITO   Aug 23   BERNAMANNNPrensa Latina   the Treaty of Marrakech will benefit over 280000 visually disabled person in Ecuador   play an important role in the promotion of the pact which should become valid next September 30,0,0,0.9986527,44,disabled,0
from mother   play by Bollywood actress Seema Biswas of Bandit Queen fame   who reject he and a society that offer no respite   Siva be   in a nutshell   a hopeless street vagabond,1,1,0.97419226,34,hopeless,4
as school in Lagos State resume for the 20182019 session   200 homeless child from Aboki Estate   a slum in Lekki neighbourhood have receive the support of the Destiny Trust to go back to school   Aboki Estate   as the slum be call   be predominantly populate by child and family displace from the North East in the rise of insurgency   the beneficiary be profile under three category to provide for child of school age who have never be to school   school dropout and indigent child who be in school but may not have essential material need to go back to school,0,0,0.8397151,105,homeless,0
  this be a wonderful cause to be part of   and we be deeply impressed by Deputy Minister Manamela and the effort he put in to raise awareness of this previously unspoken issue    say Old Mutual Head of Brand Karen Thomas    at Old Mutual we always encourage people to do thing for   more than yourself    and at this year s Om die Dam deputy minister Manamela be lead the way and set an example that commit oneself to run can make such an enormous difference to so many in need  ,1,1,0.9963637,93,in-need,4
a lot of place be use vulnerable people   offer they somewhere to get a foot in the door   to get start and to be mentor,0,1,0.80945057,27,vulnerable,1
Race Relations Commissioner Dame Susan Devoy be in Geneva and have ask a United Nations committee to urge the New Zealand government to initiate an inquiry into the physical and sexual abuse of child and disabled people hold in state institution   Moregtgt,0,0,0.99870455,47,disabled,0
Mr Trump argue that the flood of immigrant be take job away from unskilled native worker   but this be mainly false   too   there be an intricate debate among economist about this   but if you survey the whole literature on the subject   you will find that most research show immigration have very little effect on native wage or unemployment level,0,0,0.9984871,61,migrant,0
elderly woman exercise in a park in the northern area of Macau,0,0,0.99832886,14,women,0
humanitarian AID Myanmar s 11 million Rohingya Muslims be deny citizenship   with many of the country s majority Buddhists regard they as illegal immigrant from Bangladesh,0,0,0.9985045,28,migrant,0
  but actually   Tai Chi be much more than that   it be a philosophy and a practice that focus on achieve balance in life   everything in life be base on Tai Chi   from heaven and earth   to man and woman   to politic   to military   even in business    say Mr Li,0,0,0.9982326,51,women,0
Canada be and always will be a country of immigrant   however   we need to reflect carefully on the number we admit each year   give the mixed economic outcome for individual   the number who later choose to leave Canada and the expect impact of technology on labour market need,0,0,0.99905425,50,migrant,0
the question   then   be why the Irish have not develop UK level of animosity toward EU immigrant   especially give the appalling way in which the country be treat by european institution in the wake of the 2008 financial crisis,0,0,0.998271,41,immigrant,0
a miscarriage can prove to be very painful   and it sometimes leave the woman feel hopeless or consume with guilt   know the reason for the miscarriage will not in any way reduce the pain   but it can help to answer some of the question woman might have follow such a devastating loss,0,0,0.8582112,54,hopeless,0
indian authority be touchy about comparison between the two city   and point to seasonal factor   such as when wind die down in the winter and let pollution pool over the capital   but Beijing experience a rise in pollution once people start burn coal for heat while Delhi s homeless turn to burn wood and pile of trash,0,0,0.9986179,59,homeless,0
an aid convoy schedule to leave London this week to the main refugee camp in Calais have be stop by french authority who have cite security concern,0,0,0.9988827,29,refugee,0
in his a New Year message   state that President AkufoAddo lead government bring economic hardship and hopelessness to Ghanaians in 2017 year under review hence encourage that the hope be still not lose as the NDC be the social democratic party will come back to power in 2021 to restore the lost hope,0,1,0.9298946,56,hopeless,0
Mehbooba Mufti specifically seek release of fund for onetime rehabilitation of refugee from West Pakistan and 2956toolong as have be earmark in the PMDP so that the same could be disburse among these people at the quick,0,0,0.9986964,46,refugee,0
Macphail call London a special place where the community really come together to confront issue like child s mental health   violence against woman   sexual violence against man and woman and LGBTQ issue,0,0,0.985647,36,women,1
  in addition   the Members of Parliament will visit two project that focus on the inclusion of street child and victim of acid attack to demonstrate their solidarity with those vulnerable group in need of support   finally   on April 29 the delegation will brief the journalist on the outcome of the visit at a press conference  ,1,1,0.97578543,57,in-need,3
  Italy election   Antiimmigrant League party nose ahead of Berlusconi party,0,0,0.9990821,13,migrant,0
the University of Technology   Jamaica through its USAIDfunded Fi Wi Jamaica Project on international Human Rights Day   Thursday   December 10   2015 honour ten   10    unsung hero   and one   1   institution for their transformative and endure humanitarian work in influence the way that jamaican society value the most vulnerable   the award be present at the 2nd Annual Essence of Humanity Ubuntu Awards ceremony hold at the PCJ auditorium   New Kingston,0,0,0.8634211,75,vulnerable,1
punish   in a refugee camp in Ethiopia,0,0,0.9687205,9,refugee,0
a Pakistani what have you do for Pakistan   other than post dejection   hopelessness and see the glass totally empty,0,1,0.9925282,23,hopeless,0
since its inception in mid2014   the Port s Community Partnership Program help local organisation in need of a help hand with a community event or project,0,0,0.98065877,29,in-need,0
  the Taliban hold I completely vulnerable at this point    he say    it s terrify to go into work every day with that loom over you  ,0,0,0.99533844,27,vulnerable,0
even though I be now an 3354toolong   or if you prefer   an illegallegalimmigrant   I love this country   it be my home   and I will not stand by and watch an immigration system destroy life and family   while I still have an ounce of breath in I   it will be to see comprehensive immigration reform in this country   that a more humane and functional system of immigration be introduce to benefit not only the country as a whole   but all immigrant at every level   of all racial and economic background,0,0,0.7443849,96,immigrant,0
notion of fenian revolt be current   and of keen interest to irish emigrant to Australia   they radicalise OFarrell   who be become increasingly unstable   the arrival of Prince Alfred galvanise he   and he travel to Sydney   intent murder   at Clontarf beach he shoot Prince Alfred in the back   the bullet be deflect by the royal brace   Alfred could have be kill or cripple   but he survive   OFarrell himself be nearly lynch by the crowd of outraged onlooker,0,0,0.9978648,87,migrant,0
it be see in recur violence and continue degradation of woman through stoneage practice such as FGM   it be see in the thousand of Africans risk death in the sea to escape the hopelessness in their country   it be see in the   cult of the Green Card    which I define as a maniacal ambition to live in America or Europe,1,1,0.99212015,63,hopeless,4
the Ghana Aids Commission   GAC   be currently engage person with disability for the preparation of a strategic plan which would include they in the national response to the HIVAIDS   to step up its prevention among the disabled,0,0,0.99811316,40,disabled,0
Vivian Rosenthal be founder and head of Snaps   a platform on which keyboard full of brand image be launch   include marketing campaign intend to support social cause   such as the plight of refugee,0,1,0.98450375,36,refugee,0
  Research show that most disabled employee take less sick day and perform just as well as other employee once in the right job,0,0,0.99853754,25,disabled,0
  an estimated two million people have be render homeless after the flood hit 3000 village in 21 district    assam chief minister Sarbananda Sonowal tell journalist during a tour of hardhit area on Thursday,0,0,0.9988136,41,homeless,0
a grassroots concern group have call for the government to consider a negative income tax for poor family after a low income family working allowance scheme benefit much few family than expectedThe government have project that 200000 family would benefit from the scheme   implement in May last year   but only 16 percent of that number have be approve up to December last yearthe,0,0,0.9986387,68,poor-families,0
the Aga Khan Foundation be an agency of the Aga Khan Development Network and have be work on restoration project in warravage Afghanistan    it will continue to work with local community   the Government of Afghanistan and those in need to enhance the development of the country    say Nanda,0,0,0.9934929,52,in-need,0
Ukhiya range forest officer Monirul Islam tell the Dhaka Trbune that hundred of Rohingya refugee have take shelter in a number of registered and unregistered camp in Kutupalong area of Cox s Bazar follow the recent crackdown by Myanmar in its Rakhine state,0,0,0.99877363,51,refugee,0
  together we can achieve gender equality   empower woman and also achieve the UN Sustainable Development Goals and one day   we be go to have the first female President of Ghana    Nana Addo state,0,0,0.971483,36,women,0
contemporary woman have other thing to keep they busy   leave sexual yearning a small place than before   in addition   sometimes past experience   even a visit to a gynecologist   may weigh on their innocence and purity and affect their natural desire   she write,0,0,0.889227,44,women,1
since August   a shortage of fund have force WFP to cut food assistance in half for all refugee who arrive in Uganda before July 2015   with the exception of particularly vulnerable group such as orphan   the elderly   or people who be chronically ill and malnourished   in order to prioritize food assistance for refugee who have arrive more recently   that reduction remain in place   but the UK aid funding help WFP avoid deep cut   and enable WFP to continue provide lifesave assistance for people seek refuge in Uganda from recent conflict erupt in their home country   this include more than 180000 south sudanese refugee who have seek shelter in Uganda in the last three month,0,0,0.9974607,119,vulnerable,0
Captain America   the First Avenger be one of my least favorite of the Marvel movie   but Agent Carter bring Peggy to ABC for her own series be definitely one of my top tv event of 2015   Haley Atwell be fantastic as Agent Carter   and the tightlyscripte first season prove that comic adaptation with woman as headliner can work just fine on network television   the show be never just about Peggy   s struggle to find her place in a maledominated workforce or just about her effort to exonerate her friend or just about action   and the balance work wonderfully   there   s also always something satisfying about see woman in stunt sequence dress sensibly   so Peggy swap her skirt and heel for pant and a ponytail for field work be a delight,0,0,0.9990151,136,women,0
  they express particular concern at the deteriorate situation that have be report in respect of security in the Gambia in particular   the closure of some of the radio station and medium   house arrest that have be take place and also the refugee situation that be be create with the mass exodus of a large number of people to the interior and to neighbouring country  ,0,0,0.9987357,66,refugee,0
the story of Abraham and Sarah give evidence to this   who be   despite seem like a hopeless situation   in part to Sarah s sterility   be able to become parent after many year,0,0,0.99687684,34,hopeless,0
after return   migrant often face difficulty in find employment despite have enhance skill and experience   there be no mechanism to help they locate opportunity   assess and certify the skill they acquire abroad,0,0,0.99869883,34,migrant,0
the agency must also detail effort to ensure unauthorized entrant do not   exploit   parole and asylum law to stay in the United States   include evaluate how they determine whether migrant have   credible fear   of return to their country of origin   the legal bar that people claim asylum must meet to avoid prompt removal,0,0,0.9988148,55,migrant,0
later both visit   1   Afzaal Memorial Thalassemia Foundation where they donate blood for Thalassemia major child   2   Stanmore School for Independence Day event   3   MarkazeUmeed school for special child   4   DarulSakoon for child with mental and physical challenge   5   PAF Museum to attend Independence Day celebration organize by Pakistan Academic Consortium   and 6   BinteFatima Old Home   Trust   for homeless woman,0,0,0.9904944,81,homeless,0
however   the recent change in minimum wage can also pull young girl from poor family out of school and push they into employment as child seamstresse,0,0,0.99849033,29,poor-families,1
the book recount the story of five   Nicky   unwillingly penetrate with a bottle   NeCole   gangrape while work the street at 15yearsold   Chelsea   who describe brothel owner as abusive pimp   Lisa   a 50something street worker use a walk frame   disable after a life in prostitution   and Sabrinna Valisce,0,0,0.8868724,56,disabled,0
the Dadaab camp be the large refugee camp in the world home to Somalis escape famine and conflict   on Tuesday the UN High Commissioner of Refugees release a report state 60 case of cholera in the camp have be find   include 10 labconfirmed case and one death,0,0,0.9979188,52,refugee,1
adopt a Mission serve as a platform for the church and for likeminded people to reach out to unemployed family in the community   whoever be in need    h the forgotten people of Brooklyn,0,1,0.9938519,36,in-need,0
the result mean Leicester have win just one of their last six Premier League game   and Ranieri admit that his player   who be be also compete in the Champions League   be in need of respite,0,0,0.9987012,37,in-need,0
  woman be face the brunt of Trump s and the Republican Party s attack   attack on reproductive justice   minimum wage law   protection for tipped worker   antiimmigrant policy   student loan debt forgiveness and access to healthcare    say Amber Anderson Mostyn   a Texas lawyer and a major democratic donor,0,0,0.99898654,51,migrant,0
a french buyer source two different type of woman s top at 355   Tk294   and 510   tk422   apiece from their manufacturer in Bangladesh   and sell they in France at   1499   Tk1354   and   2299   Tk2076    respectively,0,0,0.99917346,46,women,0
this be just the second game back for Puig   who have be on the disabled list with an injure hamstring   he blow through a stop sign from third base coach Chris Woodward to get home   and ask what tell he to go for home   Puig say    I be listen to my hamstring  ,0,0,0.99886584,54,disabled,0
three year after hundred of thousand of refugee cross into Hungary en route from the Middle East and Africa to western Europe   resident of this sleepy town south of Budapest say concern about a migrant   invasion   will be a decisive factor when they vote in national election on April 8,0,0,0.99884796,52,migrant,0
the Ujjwala Yojana   conceive two year ago   have ensure record penetration of clean cooking gas among poor family   and be widely believe to have pay electoral dividend to the BJP in assembly poll   trigger demand from the oil ministry to expand its scale,0,0,0.9988954,47,poor-families,0
there be also a grow number of the homeless who be isolate themselves due to low selfesteem   sexual preference and cope with the pressure of life   say Cheah,0,0,0.9761874,32,homeless,0
Binladin   a construction firm start by a yemeni immigrant in the 1940   have be task with a number of sensitive work over the year by the saudi authority   include the current expansion of the Grand Mosque in Mecca   which house the Kaaba   the structure to which Muslims face while pray,0,0,0.99869883,56,migrant,0
the old post office building   generally situate in the heart of city and town   often in need of major renovation   be rapidly consider no long suitable and economically viable for the modern postal service   these hotel have attract investment   create job and preserve the fabric of these iconic building,0,0,0.9987501,51,in-need,0
John s first calling be act   he study drama at Kinsale College of Education in 2009 and a year later   move into direct   a few year ago   he stage no Borders   which deal with the plight of refugee and asylumseeker,0,0,0.8348371,43,refugee,0
in Virginia   the state police ask motorist to delay any unnecessary travel until weather condition could improve   by late afternoon   authority be on the scene of 37 traffic crash statewide   include a fatal crash in Fauquier County   trooper also be respond to nine disabled vehicle across Virginia   they already have respond to 538 traffic crash and 347 disabled vehicle for the day,0,0,0.9984584,65,disabled,0
well wage   a healthy lifestyle and well working condition be keep young Australians at home with many forgo a stint in London while british migrant continue to relocate here for the same reasonssource   News Limited,0,0,0.9986474,38,migrant,0
People before Profit MLA Gerry Carroll have say that every time the farright try to mobilise in Belfast they will be meet with opposition from antifascist activist send the message that refugee and migrant be welcome,0,0,0.99557024,40,migrant,0
Artist Proshanta Karmakar Buddha have create his own style of art that be both modern and unique   he long for a world devoid of chaos   brutality and hopelessness   he anticipate a peaceful utopia where human empathy and cooperation transcend national boundary   it may be a   fool s dream   but a world without hope be not a world worth live in   the spirit of that hope echo through his work   till date   Buddha have put up 29 solo exhibition and participate in at least 96 national and international group exhibition,0,1,0.83301353,94,hopeless,0
Ryan Corr as Rudi   a hungarian immigrant with an appealing disposition   and Rachael Taylor as Fay in Ladies in Black   supply,0,0,0.99884844,24,immigrant,0
like all presidential candidate   Donald Trump make a lot of campaign promise   though enough voter appear to have like what they hear to make Trump President   some of those pledge   like deport million of illegal immigrant and ban Muslims from enter the country   be unlikely ever to be fulfil   here then be 5 of the most significant recent promise be make by politician around the world   and what they tell we about current condition in the country they lead,0,0,0.99715185,81,immigrant,0
thank you Ian for spell out what be really go on with this hopeless Govt   we ve be tell that the tax system need a radical overhaul amp everything will be on the table   as each possible idea have come forth the Govt have shoot it down   now we have this new brain explosion that the state should raise their own income tax to cover health amp education   of course we be now be tell that the idea have be bin   but do not believe it   Turnbull have say straight out that the state will not get anymore money for education,0,0,0.9989423,103,hopeless,0
a dozen syrian refugee family move out of a Hamilton highrise after their experience with bedbug    DREAMSTIME,0,0,0.99891794,24,refugee,0
the city of Athens be choose for the quality of its activity   support by the entire book industry   the aim be to make book accessible to the city s entire population   include migrant and refugee,0,0,0.99853647,37,migrant,0
recent biography on the Prince of Wales have do little to clean the water   Author Tom Bower write of a petulant and jealous man in his unauthorised biography Rebel Prince   while Sally Bedell Smith be careful to highlight Charles   warmth in Prince Charles   the Passions and paradox of an improbable Life   although even she concede he be   at time    hopelessly thinskinne   naive and resentful  ,0,0,0.99894255,70,hopeless,0
if a school have a good governing body it have a well chance of be a good school   but any govern body will only be as good as its individual member   which put a real premium on the recruitment of governor   school need to reach out to persuade local people as well as staff and parent to come forward and seek election to the govern body   but the recruitment of governor continue to be a challenge   especially for those govern body most in need of new face   those in charge of struggle school,0,0,0.9988741,95,in-need,0
Bannon think Trump will fall to 25th amendment   draft by son of irish immigrant,0,0,0.9961599,17,immigrant,0
  when you talk about end homelessness   if we do not stop the influx of new people enter into homelessness it can not be do    Braithwaite tell CBC Toronto,0,0,0.9975502,30,homeless,1
road in block a   b and d under section 11 in Mirpur be find to be in need of immediate repair   other road find to be in similar condition include Manikdi Road   Paris Road   Benaroshi Palli Road   and also road in Bihari Palli in section 10 and 11,0,0,0.99884355,54,in-need,0
a series of measure have be recently propose by China s central government to encourage migrant worker to return to their hometown and start their own business   include a threeyear plan to progressively offer taxreduction and easy access to loan   enterprise in traditional manufacturing region be also provide guidance to relocate their production to migrant worker   home province   with continuous wage increase and foreign brand gradually downsize or pull out order   the policy will help alleviate labor shortage and reduce cost pressure for many struggle chinese factory,0,0,0.99854267,91,migrant,0
Darte acknowledge cut back to the Windsor model could leave some poor family out in the cold,0,1,0.98451924,20,poor-families,0
he produce number and diagram indicate that any reduction result from the Paris Agreement will be hopelessly eclipse by the increase from the pipeline production and the ultimate burning of fossil fuel at the other end,0,0,0.9989895,38,hopeless,0
it s go to lead to a prolonged and lengthen Assad regime   I think it s go to create a large exodus of refugee,0,0,0.9981652,26,refugee,0
search h Singapore s big developer vulnerable to shock amidst rise debt,0,0,0.99907625,14,vulnerable,0
Dr Thomas Kway   coordinator of HIV care and treatment clinic at the hospital   cite one of the challenge face people live with HIVAids as lack of nutritious food   as many of they come from poor family,0,0,0.99724895,41,poor-families,0
  thank you for share on such a day   431165toolong    one reply to the tweet read   another   different opinion    let foreigner in our military be a mistake noloyaltytous   a third wonder    be the DoD subtweete realdonaldtrump    the tweet gain more than 12000 like in half a day   catapult by those who oppose the Trump administration s agenda on immigration and refugee,0,0,0.9989417,72,refugee,0
UN Special Rapporteur on violence against Women Dubravka   imonovic visit Australia in February and express concern over inadequate policy to protect Aboriginal and Torres Strait Islander woman   and the plight of asylum seeker and refugee woman transfer from,0,0,0.9374178,43,refugee,0
now they be all grow up and the vulnerable person be my mum,0,0,0.6758654,15,vulnerable,0
between November 2015 and the end of last year   the group reach 33 elderly and four disabled person in Tuen Mun   Tsuen Wan and Kwai Tsing   among whom 16 have their application for government service reject,0,0,0.9987214,42,disabled,0
the meeting be hold to discuss important issue like ChinaPakistan Economic Corridor   CPEC    social development and welfare work in the erstwhile federally administered Tribal Areas   Fata    afghan refugee and other matter of mutual interest,0,0,0.9989612,38,refugee,0
information on privacy and security risk exist for all user   however   child be a particularly vulnerable because they often lack the capacity to foresee possible consequence of disclosure of personal information online,0,0,0.9988696,34,vulnerable,0
Lt Gen Carlito Galvez Jr   head of the Western Mindanao Command   say that terrorist link to the Islamic State   be   exploit the   feeling of hopelessness and frustration  ,0,0,0.9875513,31,hopeless,0
American Red Cross spokeswoman Libby Castillo say the agency be always in need of volunteer   who provide 90 percent of the work during disaster,0,0,0.99881566,26,in-need,0
she be among the about 300 family in Bisanhargeysa who be leave homeless and in fear follow the ordeal,0,0,0.99840516,24,homeless,1
the situation have put the professional service firm Deloitte in a moral dilemma   Deloitte be part of the original panel    by agree to the new term it will be complicit in sell out vulnerable worker it have previously tell a Senate inquiry it be so passionate about defend   it seem money talk,0,0,0.9973894,54,vulnerable,0
he would withhold federal funding from   sanctuary city   that decline to help the federal government deport illegal immigrant,0,0,0.9985398,20,immigrant,0
101 irregular migrant arrest in Lagos,0,0,0.9986628,8,migrant,0
guterre also reveal he have talk to the government of Bangladesh about step to protect Rohingya refugee who have enter the country in recent month from flood risk,0,0,0.99765104,32,refugee,0
  the RDSP be create to help provide disabled person with a stable income stream to help pay for their basic need    say IFIC President and CEO Paul Borque    the current law undermine that goal by permit individually contribute RDSP asset to be seize as part of a bankruptcy proceeding against a beneficiary  ,0,0,0.99814177,58,disabled,0
the International Organization for Migration   IOM   Bangladesh   through a series of consultation on the reintegration of migrant in Rajshahi   Sylhet   and Khulna attempt to understand the grassroots reality and develop feasible recommendation to address the challenge   h challenge,0,0,0.99848723,46,migrant,0
  previously there be lot of immigrant   but for the past three year the number of local people have grow alarmingly   people who have no resource and have to search for food  ,0,0,0.99845326,33,immigrant,0
  from my experience in Pakistan I see a country that could greatly benefit from medical geology research as so many people live in close contact with the natural environment   a very large percentage of the population derive their food locally   their water from well   they breath the ambient dust   and experience the legacy of earthquake   in short   they be vulnerable to medical geology problem    say Dr Robert Bob Finkelman   cofounder of Medical Geology and professor at University of Texas at Dallas   however   he add    a modest investment in characterization of the soil and water and an education program aim at the villager could be very effective in reduce these problem   such a program could ultimately lesson the country medical expense and result in a healthy population  ,0,0,0.9869098,129,vulnerable,0
  everyone must take a watch to hisher fellow beneficiary   if you see that heshe break the fund s term and condition it be well for you to report himher to we   there be a good number of other people who be in need of the fund     he say,0,0,0.9977156,53,in-need,0
Jordan   one plastic surgeon say many woman be insist on outsize breast to copy glamour model Katie Price   who became know for her surgicallyenhance chest   she be picture leave in 2005 and right in 2011,0,0,0.9986908,39,women,0
the UN High Commissioner for Refugees put the refugee population at more than 300000,0,0,0.9947227,17,refugee,0
Republicans in moderate district have be under public pressure to vote against the GOP plan   a sign House Democrats say Thursday will cost vulnerable Republicans their seat in next year s midterm election,0,0,0.9991254,35,vulnerable,0
the life of afghan refugee in India be rule by an ID card issue by a High Commission that derive its authority from a treaty that India have not ratify,0,0,0.99738735,32,refugee,0
the Madhya Pradesh government have announce an outstanding power bill waiver scheme for labourer and poor family,0,0,0.9988488,19,poor-families,0
BANGLADESH have become one of Asia s most remarkable and unexpected success story in recent year   once one of the poor region of Pakistan   Bangladesh remain an economic basket case   wrack by poverty and famine   for many year after independence in 1971   in fact   by 2006   condition seem so hopeless that when Bangladesh register fast growth than Pakistan   it be dismiss as a fluke,0,0,0.98931956,70,hopeless,0
they find New Zealand s immigrant in the skilled category be low skilled compare with those attract by Australia and Canada   they think we ve be too insistent on they have prearrange job   which tend to be mostly in trade and service   they want to see more entrepreneur who might invest in   transformational   technology and export product   Longterm business visa be abolish two year ago when it be discover almost 40 per cent of the business create be in retail or hospitality,0,0,0.99878436,86,migrant,0
at the height of the influx in 2015   some 5000 refugee and migrant   mostly from wartorn Syria   be land on Lesbos s beach on a daily basis,0,0,0.9974349,31,refugee,0
further datum on the risk factor that indicate child be likely to lead difficult life have be release today   give social service provider valuable insight into the issue these vulnerable child face   Finance Minister Bill English say   Moregtgt h also,0,0,0.9966828,44,vulnerable,0
  we have identify extremely poor family   orphan child   the elderly and those live with HIVAIDS but with no source of income   we will give they priority to enable they get treat whenever they fall sick    he say,0,1,0.93750584,40,poor-families,0
my own sense of revulsion grow last night after my wife return from a Delhi home for the blind where child live in squalid   cramp condition   Braille book be miss   and unpaid teacher be absent    House mother   pay for by foreign donor be miss and these vulnerable child be leave alone at night protect only by a lowpaid security guard,0,1,0.98905665,63,vulnerable,0
the paper report on August 23   1948   that Mr Gregory be one of 435 immigrant on the Strathnaver and be hire by Mr C A Hill of Springhill Plantation,0,0,0.9986546,34,immigrant,0
the Americans with Disabilities Act allow a disabled person to bring a service animal into business that serve the public   business can ask a service animal to leave if they believe the animal s behavior may threaten the health or safety of other,0,0,0.99873644,45,disabled,0
phillie   struggle SS JP   Crawford be place on the 10day disabled list with a right forearm strain and INF Jesmuel Valentin be recall from TripleA Lehigh Valley   Crawford be hit 214 and have five throw error    I think the time down could make he feel well overall    manager Gabe Kapler say   Scott Kingery replace Crawford in the lineup,0,0,0.9985366,67,disabled,0
  it will offer our visitor a fresh perspective on one of the most photographed woman in the world   who have a significant influence on british style and fashion  ,0,0,0.9986174,30,women,0
another key focus be to provide healthcare for the elderly and the disabled   Bautista plan to create specific programme for different age group   the government will also create programme to treat both physical and mental illness   he say   every year the city will allocate 1 of its budget for senior and the disabled each,0,0,0.99908316,56,disabled,0
the US government   the United Nations   and NGOs should continue to monitor the treatment of Yazidis   Christians   and other vulnerable indigenous people in northern Iraq s dispute territory   those who exploit these vulnerable people should be hold accountable,0,0,0.9924027,41,vulnerable,0
no   Donald Trump be not go to be president   or invade Mexico   or deport all immigrant   or disenfranchise woman voter   or drop nuclear bomb in Syria and Iraq,0,0,0.9983804,30,immigrant,0
after a tragic event during his previous life as an FBI agent   Sawyer lose half a leg and develop an aversion to gun   so instead of the usual musclebound   wisecrack   guntote cliche he s often play   here he s a vulnerable   disabled family man catch up in a twisted extortion plot,1,0,0.98984015,57,vulnerable,2
news h Caribbean a magnet for illegal immigrant   say EU official,0,0,0.84071785,13,migrant,0
Mitchell say while food for the Poor and a few church group would assist the homeless sometimes   the government be drag its foot where homeless person be concern,0,0,0.77175486,30,homeless,0
when one be go for an Immigrant Visa Interview   first impression be important   it be advise that you dress professionally as if you go for a job interview   your appearance will give the consular officer a sense of your moral and character   some additional question you may encounter   base on your reason to migrate be list below,0,0,0.9990163,59,migrant,0
ROSETTA   AFP    a boat carry up to 450 migrant capsize in the Mediterranean off Egypt s north coast on Wednesday   drown 42 people and prompt a search operation that rescue 163 passenger   official say,0,0,0.99833125,38,migrant,0
  for so long we be solely dependent on rainfall for this precious commodity   the drought season seem to get long every year   most of our community tank be in need of repair   with some community in need of tank   in addition   the road lead to some of our community be so bad that water truck refuse to go in those area    the firsttime MP tell fellow legislator,0,0,0.9978708,70,in-need,0
at least twothird of America s immigrant enter the country legally,0,0,0.997547,14,migrant,0
these be honest question that be in need of answer from the only people who can answer they   the government   we hope that honest answer will be forthcoming in the day to come   we hope that the declaration   Rakyat didahulukan   pencapaian diutamakan    People first   performance now   be more than an empty slogan when it come to Pengerang,0,0,0.99814653,71,in-need,0
  it s time   I m move forward   I will dismantle the hopeless   evil edifice of organized religion and smile at the remain  ,0,0,0.98926675,24,hopeless,0
  Sri Lanka disaster   Oxfam move to deliver aid to the vulnerable,0,1,0.7004056,13,vulnerable,1
the girlfriend of a naked man who chew off a large part of a homeless man s face in Miami   Florida have say she believe he be either drug or under the influence of voodoo curse when he carry out the gruesome attack,0,0,0.99866045,45,homeless,0
Datuk Seri Najib Razak   centre   at the Barisan Nasional supreme council meeting on Jan 17   2012   photo by saw Siow FengKUALA LUMPUR   Jan 17   there be nothing wrong in hand out citizenship to foreigner as long as the law be follow   Prime Minister Datuk Seri Najib Razak say tonight amid revelation this week by former government official that identity card have be give to illegal immigrant to vote in the Sabah state election in 1994,0,0,0.99846387,81,migrant,0
the committee   which submit its report to Parliament when it meet last Wednesday afternoon   have recommend that there be great accessibility for individual who be in need of the assistance provide under PATH and that the criterion for benefit from the programme be review,0,0,0.9981311,46,in-need,0
if you do go ahead and register   attend a clinic for testing and go on to become a bone marrow donor   mention this connection   to a fellow 301257toolong with refractory Hodgkin s Lymphoma in need of a suitable Bone MarrowStem Cell donor  ,0,0,0.99879265,49,in-need,0
as such   the KPH have no choice but to engage private health care agency and institution   but the list of patient in need keep increase,0,0,0.99880266,28,in-need,0
prevent bloodshed be not a function assign to the Judiciary by the Nigerian Constitution   the role set out for judicial officer in Nigeria be to do justice without fear or favour   illwill or affection   Auta himself know that Buhari ought to have be disqualify on account of not attach evidence of his academic qualification to his INEC Nomination Form   the fact that Auta and his totally corrupt and completely idiotic colleague   ensure that no one be disqualify   be proof that the Nigerian Judiciary have become so useless and hopeless that what be require be a total clearout like a bad pregnancy   SMDH,0,0,0.9982863,109,hopeless,0
